UniqueCount	AmbigCount
3	0
0	0
0	7
1	6
8	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
2	0
2	0
0	0
6	82
0	54
0	56
0	62
6	25
0	5
2	34
0	28
4	1
0	0
3	4
0	0
0	0
0	0
0	0
0	4
0	2
0	0
0	0
2	29
11	410
47	630
6	84
0	374
31	87
15	393
0	107
14	0
2	663
1247	958
0	665
0	234
0	184
13	584
0	367
31	120
1	375
155	1261
2	1229
0	157
3	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
2	1740
35	2788
6	415
6	1586
1	229
0	92
2	2258
0	753
0	0
7	0
0	0
2	0
10	14
0	9
0	14
1	8
0	0
0	0
2	0
2	0
0	0
0	21
0	60
27	1100
0	52
0	7
0	366
0	929
3	131
0	391
3	5
0	115
0	9
0	29
0	114
17	8
0	154
56	35
1	8
0	27
2	0
0	8
0	0
7	2
0	20
0	20
0	21
0	1
0	1
0	18
0	18
0	4
0	20
0	0
0	0
0	1
0	0
1	0
0	0
0	166
0	0
0	0
0	0
0	0
244	948
1	86
0	2
0	648
0	169
0	27
15	913
2	862
0	0
42	0
2	369
0	0
0	0
0	0
3	0
0	0
0	0
1	0
0	0
6	0
0	0
1	0
0	1
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	2
3	0
0	0
0	0
0	62
0	3
0	0
0	0
0	0
0	5
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
481	3
2	25
0	25
0	0
0	4
0	23
1	0
1	0
3	3
3	0
0	0
3	3721
3	3
0	0
32	20
1	20
0	1
0	1
0	0
1504	163
2	349
6	127
3	3
0	2
0	183
0	3
0	4
12	1061
1	1045
0	1099
1	14
2	717
4	825
0	1058
0	18
0	86
0	831
7	43
11	97
0	2
0	0
3	0
0	0
0	0
0	0
0	0
0	0
16	49
20	26
0	13
0	36
6	31
0	0
39	105
0	95
7	10
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
80	1080
2	368
10	679
0	341
11	751
6	199
4	190
0	1
0	5
87	311
3	12
0	12
0	46
1	11
4	56
3	70
0	23
0	57
