UniqueCount	AmbigCount
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
3	0
0	0
0	0
0	9
0	9
0	7
0	9
0	6
0	2
0	6
0	3
1	0
0	0
0	4
0	0
0	0
0	0
1	0
0	12
0	0
0	0
0	0
2	58
0	124
4	199
0	42
0	146
3	28
0	101
0	53
0	0
0	228
290	315
0	228
0	117
1	104
0	249
0	141
6	85
1	159
33	220
2	209
0	23
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	141
1	200
0	47
1	148
1	26
0	21
0	169
0	70
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	24
2	184
0	14
0	15
0	80
0	146
0	19
0	61
2	4
0	26
0	0
0	3
1	22
0	1
0	28
9	0
0	0
0	0
0	0
0	1
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	129
0	0
0	0
0	0
0	0
120	391
0	42
0	0
0	257
0	89
0	22
1	378
0	371
0	1
4	0
0	1934
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	21
0	21
0	18
0	13
0	1
0	11
1	3
0	3
4	0
0	0
0	0
0	1
0	0
0	0
0	0
0	31
0	0
0	0
0	0
0	0
0	9
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
144	1
20	524
21	507
0	63
1	101
0	451
0	0
0	0
0	1
1	1
0	1
1	935
0	0
0	0
2	7
0	7
0	1
0	2
0	1
207	16
0	21
0	6
0	2
0	2
0	5
0	0
0	0
1	79
0	81
0	82
0	2
0	64
0	72
0	78
0	3
0	12
0	69
1	7
0	10
0	9
0	0
0	0
0	5
0	0
4	2
0	0
3	5
0	33
2	19
0	9
0	21
3	19
0	0
40	87
0	74
1	13
0	2
0	3
0	3
0	1
0	1
0	0
0	0
0	0
2	357
0	155
1	230
0	92
5	239
0	73
1	97
0	2
0	1
8	61
0	8
0	6
0	12
0	6
0	12
0	12
0	7
0	13
0	7
0	6
0	54
0	2
2	0
0	4
0	4
0	10
0	9
0	2
0	1
0	17
0	1
0	2
0	2
0	6
0	0
138	235
0	19
0	28
0	14
0	10
0	164
0	12
0	27
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
0	2
0	0
47	20
2	1
0	6
0	1
0	3
0	2
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
