UniqueCount	AmbigCount
1	0
0	0
0	2
1	1
3	2
0	0
0	0
2	0
0	0
0	0
0	0
1	0
1	0
3	0
0	0
1	0
0	0
0	0
0	0
0	1
0	1
1	0
3	0
0	0
6	108
1	89
4	92
0	80
3	16
1	3
3	27
1	21
1	1
0	0
1	2
0	0
0	0
0	0
0	0
1	1
2	0
0	0
0	0
1	30
12	348
57	553
2	44
0	342
24	40
7	306
0	104
12	0
7	559
1214	894
1	562
0	198
0	154
11	585
4	303
28	94
3	319
149	1133
3	1095
0	114
1	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
2	0
0	0
1	0
0	1196
26	1911
20	309
6	1113
1	164
0	71
3	1556
0	523
0	0
0	3
0	0
0	0
5	8
0	4
0	8
0	3
0	0
0	0
0	0
4	0
0	0
0	19
0	45
28	766
0	25
0	2
0	240
0	677
4	90
0	282
0	4
1	106
1	6
0	27
2	97
7	4
0	152
47	11
0	1
0	10
0	0
0	4
0	0
5	7
0	14
0	14
0	14
0	0
0	0
0	8
0	6
0	0
0	14
0	0
0	1
0	1
0	3
0	0
0	0
0	152
0	0
0	0
0	0
0	0
205	868
3	66
0	0
0	625
0	144
2	28
12	844
4	815
0	0
28	0
3	435
0	0
0	0
0	0
5	0
0	0
0	0
1	0
0	0
1	0
0	0
1	0
0	1
0	0
0	6
0	5
0	5
1	5
0	3
0	1
0	1
0	1
0	1
0	0
0	1
0	0
0	3
1	0
0	0
0	0
0	61
0	0
0	1
0	0
0	0
0	2
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	0
363	1
4	28
2	28
0	2
0	6
0	23
1	2
0	2
4	2
0	2
0	2
5	3097
1	2
0	0
34	9
2	9
0	1
0	0
0	0
1117	105
0	292
4	101
3	9
0	8
0	183
0	2
0	10
18	939
0	900
0	967
4	6
1	667
4	767
1	940
0	12
0	50
0	778
11	35
23	70
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	43
12	22
0	11
0	32
0	29
0	0
15	28
0	23
1	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
70	793
1	262
7	474
0	227
12	559
2	136
3	146
1	2
0	8
63	251
10	10
0	9
0	40
0	8
2	48
4	52
0	12
0	45
0	11
0	8
1	226
0	5
34	0
5	10
1	2
3	4
3	9
2	0
0	3
2	75
2	3
0	16
0	4
0	33
0	0
1532	1470
0	157
3	183
5	49
0	7
2	1074
0	20
0	114
0	0
0	0
0	2
1	2
3	1
0	1
0	0
0	0
0	0
1	0
0	0
2	1
1	2
0	0
232	79
0	4
0	14
0	7
0	15
0	14
0	55
0	10
0	0
0	0
2	0
0	6
0	1
0	1
0	1
0	1
0	6
0	0
0	0
0	3
0	0
0	0
0	0
1	0
0	1
0	0
0	0
0	4
0	0
0	8
0	0
1	266
1	236
0	152
0	65
0	239
0	2
0	3
0	3
0	19
0	109
0	7
0	7
1	2
1	3
0	3
0	3
0	0
0	2
0	0
0	0
0	0
7	0
0	1017
0	1029
25	544
2	0
1	8
0	38
2	312
0	275
0	53
0	50
0	18
3	0
0	0
0	0
0	0
1	0
0	0
5	0
5	0
0	0
0	0
1707	307
3	133
0	186
621	45
2	45
3	0
624	0
0	0
0	10
1	0
0	0
0	0
0	10
0	10
0	8
0	5
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
3	9
11	22
5	10
2	5
0	12
3	0
1	232
0	2666
12	41
0	41
0	0
0	572
0	11
28	11
0	0
3	0
0	0
0	0
0	0
0	0
14	172
0	91
2	154
1	20
2	5
13	5
0	0
0	0
0	0
2	0
0	0
0	558
274	8003
17	4815
3	986
0	6109
3	3585
428	212
3	212
2	0
0	0
0	237
0	211
0	203
0	227
0	203
0	299
0	329
0	291
0	190
0	313
0	299
0	180
0	6
0	18
5	37
0	8
0	14
0	0
0	0
0	0
9	31
0	1
298	78
0	34
2	67
1	6
2	0
122	291
24	291
14	241
0	160
0	235
1	156
0	60
2	1
0	0
0	1
0	1
3	0
0	0
5	356
0	52
91	356
0	46
0	20
42	23
0	7
0	0
3	27
0	0
0	0
0	3
14	3
0	0
14	4
0	1
0	3
1	0
0	0
0	0
0	0
1	2
1	0
0	0
198	0
0	0
0	0
0	0
1	0
0	13
0	0
4	13
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	595
0	2
0	2
0	0
0	0
1	0
0	0
0	0
0	2
0	0
0	0
11	0
0	0
0	0
1	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
69	661
0	662
0	93
0	85
0	11
0	0
0	0
0	0
0	0
27	204
0	204
0	36
0	36
0	0
0	0
0	0
13	0
295	10
0	10
0	0
0	0
12	38
2	38
0	0
132	503
22	495
21	244
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	17
0	17
0	5
0	6
0	7
0	3
0	0
0	0
20	68
0	0
0	0
0	0
0	125
0	125
7	125
3	89
0	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
3	0
0	0
64	61
0	61
0	29
0	0
0	1
0	0
0	0
22	489
0	0
2	521
74	1062
0	129
0	655
1	339
4	249
0	315
85	64
0	64
0	0
0	0
0	411
0	1088
0	1143
0	1103
5	676
41	1118
0	30
2	440
19	169
0	0
0	0
0	4
0	4
0	0
0	0
2	1
0	4
0	4
0	0
2	19
0	30249
0	5883
9	5684
0	58705
0	40955
0	63805
25	29611
20	1339
1	203
0	99
111	1211
0	50
1	119
0	0
0	0
0	0
0	2
0	0
0	3
0	3
0	6
1	6
0	6
0	2
0	3
0	0
0	0
0	0
1	1
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
1	0
2	0
2	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	2
0	2
0	0
0	0
0	8
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	312
0	0
0	0
0	0
0	0
0	0
1	23
0	0
0	1653
0	1652
1	770
1	7
0	7
2	146
3	130
2	107
0	5
0	0
6	114
5	60
0	6
0	0
0	0
1	0
14	3105
13	1893
0	28
0	3200
0	3200
11	2831
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	190
0	0
0	0
2	2
1	2
0	2
0	0
0	0
0	0
0	0
4	55
0	0
2	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
14	38
3	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
142	35
0	35
0	0
0	2
0	0
0	0
0	4
0	4
6	0
0	15
1	30
0	158
0	154
0	26
0	16
0	135
0	90
0	7
1	71
115	12
0	12
0	4
1	0
0	1
0	157
3	184
0	18
0	17
0	26
0	21
0	4
138	17
1	7
2	66
0	5
0	5
1	5
0	0
1	0
0	0
2	0
1	4130
0	298
0	3
0	3
0	135
0	4576
0	4564
0	4615
0	1
0	0
61	18
10	269
21	346
0	4655
2	18
1	20
86	1259
0	2841
0	48
1	259
13	232
1	0
0	0
0	0
2	0
0	0
0	2
0	4
0	7
0	0
0	71
0	0
0	0
27	6
52	0
0	0
100	300
12	265
2	8
465	240
3	3
0	87
0	135
2	167
0	17
0	144
0	0
5	1
122	152
15	115
2	56
20	3
0	17
0	0
10	2
1	6
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
4	21
0	8
0	1
1	23
0	4
0	3
0	4
0	0
0	0
0	0
8	1
5	3080
18	3163
15	314
2	191
0	181
0	47
0	63
0	62
4	0
89	677
2919	681
0	99
0	3
3	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
759	581
17	541
0	40
14	1
249	1396
2	713
27	1357
0	60
0	71
2	272
0	0
1	341
0	76
0	29
9	14
0	0
798	106
57	106
0	24
0	5
0	2
0	20
0	35
0	65
0	62
0	69
1	94
4	87
0	0
0	85
0	1
0	5
0	0
1	0
0	1302
3	1384
0	612
8	625
4	93
6	66
0	28
14	48
0	0
0	0
0	5
0	0
0	5
1	59
60	367
15	278
0	336
4	316
2	15
2	29
6	16
864	154
0	153
0	0
0	0
5	471
1	449
5	21
3	0
0	90
0	1
0	75
0	67
0	35
2	8
1	55
0	1
9	102
3	91
2	20
0	9
0	30
4	8
0	319
4	317
1	317
6	319
1	38
0	12
0	0
1	1
35	2
0	0
0	4
0	2
1	2
0	1
0	1
0	0
0	0
0	2
0	5
0	0
1	1017
682	1399
0	197
36	140
2	11
0	557
1372	338
8	11
16	86
0	271
0	207
0	17
0	44
0	1
0	1
0	0
0	0
2	0
12	22
0	1
0	1
0	20
0	0
0	0
1	2391
3	2391
9	508
0	43
5	75
0	48
0	69
0	37
0	0
2	0
4	0
0	10
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
1	4
0	0
0	7
142	245
3	7
3	184
0	176
0	220
0	156
0	56
0	155
0	99
0	98
0	94
0	5
0	0
0	0
0	0
1391	1
2	1
96	422
31	493
4	280
0	275
10	467
2	50
3	253
0	7532
41	7656
33	1813
0	1131
4	41
0	130
4	11
9	47
9	6
3	6
36	228
186	231
1	3
1	0
0	0
2	0
1	38
0	38
0	40
0	37
0	34
21	76
0	71
0	44
3	5
0	0
0	14
21	28
1	21
0	29
0	201
21	257
2	2
0	93
17	70
169	371
78	307
3	11
16	1
1	228
0	309
0	26
0	0
0	0
0	0
0	0
0	0
0	0
136	541
21	396
1	524
45	415
1	109
8	374
0	249
2	0
216	1255
14	1219
0	11
0	83
0	100
70	246
6	234
1	20
2	0
1	5
1	9
1	4
1	0
0	8
0	2
0	4
2	0
1	0
0	130
0	128
0	129
0	3
0	21
0	2
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
9	20
0	19
0	0
0	7
0	6
0	2
0	6
0	1
0	1
0	2
0	3
0	0
1	1
0	0
0	0
106	415
0	5
0	103
0	320
18	0
0	0
4	3
0	0
4	5
546	6
0	1
0	0
0	1
150	5125
2	4249
32	3649
10	3653
0	1588
0	1214
40	262
2	8
0	193
4	204
1	4
4	0
0	0
0	0
20	471
0	471
0	265
0	35
11	95
0	0
493	202
2	102
0	2
1	15
0	0
0	0
6	1
2	1
0	0
0	0
0	0
0	0
0	0
0	0
39	1488
0	1508
0	4
0	261
33	1132
1	1059
0	1057
5	1252
0	1108
0	36
0	2
0	0
3	54
2	38
1	145
4	0
5	43
1	39
0	0
0	1
1	11
0	10
0	0
0	0
2	0
0	203
1	206
0	3
7	7
3	2
6	45
86	45
0	2
2	0
1	40
0	3
1	84
56	42
0	82
3	17
0	16
1	11
0	28
0	28
29	28
29	8
0	6
0	5
0	2
0	0
0	0
1	5
0	3
0	0
0	2
3	1
247	94
2	94
0	0
0	0
1	190
7	326
1	313
2	17
12	0
0	0
0	0
1	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	0
0	0
0	0
0	0
0	0
34	409
3	172
12	286
1	67
0	163
0	179
2	70
0	0
11	2
0	0
0	0
0	2
0	0
0	0
0	1069
1	1102
13	57
0	88
0	6
0	116
2	83
0	21
0	0
5	0
264	0
170	259
0	259
0	23
540	953
0	0
0	0
0	0
0	9
0	9
419	82
0	0
0	58
0	14
0	0
1	0
4	0
0	0
0	0
0	0
3	0
48	480
0	401
4	141
0	104
0	8
3	5
0	7
0	18
1	0
2	1
0	0
0	0
0	0
7	5
8	786
3	76
0	128
14	791
0	482
0	444
0	76
3	213
0	33
0	0
0	0
3	0
0	0
0	0
0	0
0	70
0	63
0	57
4	63
1	47
7	60
0	50
0	5
0	3
0	8
1	14
0	8
0	11
0	8
0	24
14	240
2	228
0	186
1	137
0	40
5	15
3	2
2	239
3	0
3	245
3	6
7	5
16	307
2	307
0	15
0	12
1	46
0	35
0	0
0	0
0	0
0	0
0	0
0	1
3	222
0	88
0	201
0	29
0	0
1	154
3	0
0	0
0	0
2	20
0	0
0	0
0	0
0	0
0	2409
18633	7926
0	553
0	57
0	966
0	1322
0	3158
1	125
1833	460
4	52
0	408
0	26
10	0
0	0
2	0
1	0
0	0
0	0
1	0
0	0
0	244
8	230
1	29
0	29
0	138
0	1
6	86
1	23
0	12
0	0
2	830
1	0
5	0
9478	2704
33	2783
0	142
2	169
6	476
3	343
12	536
10	761
0	2
0	4
0	0
2	1
0	0
0	1
0	0
0	0
1	0
0	17
0	17
0	0
0	6
0	0
0	0
0	0
3	17
2	3
0	0
0	2
0	0
0	0
190	117
0	102
0	19
1	14
7	0
0	1
0	0
0	0
0	0
0	45
0	0
0	0
0	0
2	0
2	95
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
1	0
0	0
0	0
0	5
21	5
0	0
0	0
0	0
1	0
0	0
0	0
1019	1
0	0
0	0
2	252
0	223
0	391
41	390
0	392
0	161
0	112
20	113
1	6
3	77
6	0
1	0
0	0
0	0
0	0
25	713
0	679
0	635
16	691
3	16
0	35
1	9
1	81
0	72
0	2
0	112
0	8
2	87
0	0
0	17
0	0
0	0
0	0
0	0
0	6
0	10
0	10
0	0
0	2
0	642
1	15
1	0
0	1106
0	1476
0	967
8	1398
4	126
0	979
4	25
0	187
0	1209
7	28
0	605
0	208
0	0
559	1124
0	860
0	115
5	1
0	4
0	58
74	2298
45	1650
19	1667
0	74
1	172
4	195
20	31
13	100
123	36
0	125
2	66
0	0
0	0
3	414
25	426
0	156
0	51
0	23
2	3
0	1
0	0
0	0
0	702
3	73
0	72
0	45
1	27
1	31
7	56
0	29
1	8
1	0
132	918
2	787
9	181
4	461
0	63
0	335
0	0
0	0
308	163
0	143
9	71
0	21
0	24
2	17
6	2
0	164
0	76
51	167
0	1
0	28
2	9
0	0
55	709
3	709
0	709
0	132
0	123
0	123
0	114
0	0
0	0
0	0
0	0
0	0
43	57
0	51
2	9
1	2
0	1
0	0
0	0
1	0
0	0
0	69
570	143
0	149
0	145
6	107
1	25
28	37
5	126
0	126
3	71
2	647
1	0
0	1
20	767
28	234
1	197
1	57
1	0
0	44
0	0
0	0
0	0
9	6
1	0
0	0
492	87
4	1
3	86
0	0
0	53
0	53
0	0
0	2
0	1
1	0
0	0
0	0
0	1
0	1
1	0
0	1
1	1
0	1
0	0
452	28
0	4
0	22
0	0
1346	148
0	147
4	1
5	4
3	0
0	0
16	261
9	443
0	443
32	18
0	142
2	65
0	12
0	0
2	7
0	50
0	23
3	18
4	34
0	24
0	11
0	0
0	3
1	0
0	0
0	0
2162	1921
0	980
21	94
230	1061
15	115
2	203
2	192
0	105
9	0
0	62
195	62
2	0
2	0
4	1
2755	1625
43	817
1	441
694	809
5	445
0	1
1	16
3	559
15	1023
0	931
0	189
2	321
0	182
0	33
2	0
0	4
47	89
0	62
0	65
0	9
0	18
5	8
0	7
223	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
2	20
0	0
0	0
92	1
0	1
2	372
0	216
0	0
0	0
0	0
0	0
0	0
0	0
0	134
0	0
0	0
15	279
10	283
0	233
0	4
0	3
2	17
0	6
1	6
23	9
0	0
0	0
0	0
1	0
4	0
0	0
5	0
90	1
2	1
0	1
1	167
2	58
0	71
0	19
0	29
0	22
0	6
0	9
0	13
2	17
143	137
10	120
0	0
0	0
1	0
1	0
0	0
0	39
0	14
0	159
0	787
0	0
1	57
0	802
0	147
