UniqueCount	AmbigCount
0	0
0	0
0	3
1	3
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
23	11
0	11
7	8
1	0
0	0
1	31
0	24
0	24
0	24
2	6
0	2
2	10
0	9
0	0
0	0
4	0
0	0
0	0
0	0
1	0
0	1
0	0
0	0
0	0
0	18
4	214
41	362
2	28
0	210
2	7
1	173
0	47
5	0
0	369
869	582
0	372
0	82
0	60
6	319
1	195
19	47
0	208
51	586
0	582
0	21
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	306
6	519
1	61
0	302
0	36
0	5
1	429
0	126
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	11
14	425
0	15
1	0
0	97
0	383
2	35
0	181
1	0
0	55
0	0
0	12
3	53
3	1
0	90
24	5
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
211	864
1	65
0	1
0	610
0	137
0	15
3	822
1	784
0	0
3	0
3	2277
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	1
0	0
0	29
0	31
0	32
0	21
0	10
0	2
0	17
2	1
0	1
2	1
1	1
0	0
0	0
0	0
0	0
0	0
0	44
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
298	0
60	1244
42	1195
0	38
0	84
0	990
2	0
1	0
1	0
0	1
0	1
4	1018
0	0
0	0
12	2
0	2
0	0
0	0
0	0
462	33
1	38
0	17
0	1
0	1
0	5
0	0
0	1
12	239
1	222
0	241
1	1
0	157
1	198
0	239
0	0
0	6
1	192
2	5
4	16
0	0
0	0
0	0
0	3
0	0
5	1
0	0
2	3
14	52
14	12
0	5
0	44
4	43
0	0
38	106
0	96
3	10
0	3
1	4
0	4
0	0
0	3
0	0
0	0
0	0
69	661
0	223
5	380
0	210
7	483
5	131
0	100
0	0
0	0
42	123
0	5
0	4
0	14
0	0
1	14
1	17
0	1
0	15
0	2
0	0
3	111
0	4
10	0
0	3
1	3
0	1
0	1
0	0
0	1
0	38
1	1
3	9
0	1
1	12
0	0
459	348
0	49
0	64
0	10
0	1
0	223
0	1
0	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	1
0	0
130	23
0	1
0	5
0	1
0	3
0	2
0	16
0	3
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
