UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	17
0	12
0	14
0	16
0	7
0	2
0	8
0	9
0	2
0	0
0	16
0	0
0	0
0	0
2	0
0	9
0	0
0	0
0	0
0	27
5	146
3	216
0	43
0	158
8	45
0	134
0	66
2	0
1	256
336	348
0	256
0	145
0	132
2	274
0	160
4	81
0	171
35	341
1	310
0	79
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	494
4	634
8	146
1	453
0	63
0	82
0	525
0	197
0	0
0	2
0	0
0	0
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	11
0	17
3	278
0	13
0	7
0	76
0	255
1	25
0	140
5	3
0	40
0	3
0	12
0	53
4	17
0	67
15	5
0	2
0	3
0	0
0	14
0	0
0	9
0	7
0	7
0	7
0	0
0	0
0	7
0	6
0	1
0	7
0	1
0	0
0	2
0	1
0	0
0	0
0	275
0	0
0	0
0	0
0	0
70	255
0	37
0	0
0	163
0	59
1	13
1	238
0	229
0	0
3	0
1	231
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	1
1	0
0	0
0	0
0	22
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
125	2
0	5
0	5
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	1631
0	0
0	0
7	9
1	9
0	1
0	1
0	6
308	34
0	115
0	29
0	1
0	1
0	80
0	1
0	5
0	249
0	251
0	255
0	4
0	202
1	212
0	248
0	3
0	29
0	209
2	33
1	42
0	21
0	0
0	1
0	0
0	0
0	0
0	1
0	0
0	29
2	17
0	12
0	24
1	21
0	0
6	16
0	15
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	339
0	143
0	224
0	111
2	238
0	73
1	78
0	0
0	2
13	61
1	3
0	2
0	8
0	1
0	9
0	8
0	2
0	8
0	3
0	2
1	52
0	2
7	2
0	5
1	3
1	6
0	5
0	2
0	1
0	19
0	1
0	1
0	1
0	10
0	0
391	628
0	70
0	85
0	58
0	7
0	408
0	26
0	71
0	0
0	0
0	1
0	1
0	0
0	0
1	0
0	0
0	0
2	2
0	0
0	0
1	1
0	0
77	46
1	1
0	12
1	9
0	7
0	7
0	24
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
