UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
2	0
0	0
0	0
0	0
0	0
3	55
0	43
0	51
1	41
2	8
0	2
3	13
0	11
1	3
0	0
1	3
0	0
0	0
0	0
1	0
0	2
0	1
0	0
0	0
0	32
12	400
43	594
9	53
0	332
18	58
8	378
0	111
8	0
3	677
1438	1050
0	683
0	227
0	148
9	672
5	394
31	139
1	396
119	1127
2	1101
0	127
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	1356
40	2185
17	340
8	1317
0	162
2	66
3	1768
1	595
0	0
0	0
0	0
0	0
2	1
0	0
0	1
0	0
0	0
0	0
0	0
1	0
0	0
0	20
0	46
42	958
0	47
1	9
0	290
0	841
1	87
0	395
4	0
0	106
0	4
1	20
0	94
8	9
0	163
47	28
0	7
0	21
1	0
0	9
0	0
0	2
0	12
0	12
0	12
0	0
0	0
0	10
0	9
0	2
0	12
0	0
0	1
0	1
0	0
0	0
0	0
0	111
0	0
0	0
0	0
0	0
216	867
3	87
0	0
0	600
2	147
2	34
8	832
0	799
0	0
20	0
0	366
0	0
0	0
0	0
4	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
0	1
0	0
0	4
0	5
0	5
2	4
0	3
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	2
1	0
0	0
0	0
0	61
0	4
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
297	0
0	18
0	18
0	2
0	2
0	12
10	0
0	1
2	2
1	2
0	1
6	3063
0	0
0	0
24	9
0	9
0	0
0	0
0	0
1315	107
0	412
17	114
2	5
0	3
5	300
0	3
0	3
26	1175
1	1154
0	1228
3	9
0	822
2	947
0	1175
0	19
1	81
0	931
8	39
14	104
0	10
0	0
2	0
0	0
0	0
0	0
0	0
0	0
13	54
10	23
0	7
0	36
3	36
0	0
20	31
0	30
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
64	845
0	289
0	511
0	244
5	591
4	152
2	129
3	0
0	3
63	221
1	7
0	7
0	42
0	4
1	43
2	38
0	9
0	45
0	7
0	6
16	189
0	10
14	2
1	15
0	7
1	4
1	3
0	2
0	2
0	61
5	5
3	4
0	3
0	24
0	0
1772	1918
0	197
0	222
2	78
0	4
1	1415
1	20
0	126
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	1
0	1
0	0
166	55
0	0
0	11
0	6
0	2
0	2
0	38
0	7
0	0
0	0
0	0
0	3
0	3
0	3
0	3
0	3
