UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	4
0	4
4	2
0	0
0	0
0	39
0	29
0	37
0	26
0	4
0	2
0	4
0	12
0	0
0	0
4	8
1	0
0	0
3	0
0	1
0	11
0	0
0	0
0	0
2	87
0	162
3	257
5	45
0	189
5	44
1	145
0	70
3	0
1	279
298	377
0	280
0	164
0	142
0	296
1	164
8	96
0	191
48	374
1	344
0	49
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	171
0	232
6	52
3	162
0	39
0	26
0	207
0	85
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	16
3	182
0	9
0	2
0	81
0	151
0	23
0	52
1	5
0	25
0	2
0	8
0	20
3	1
0	28
15	10
0	2
0	8
0	0
0	2
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	187
0	0
0	0
0	0
0	0
103	379
0	62
0	1
0	263
0	107
2	27
0	359
0	350
0	0
8	0
3	2341
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	2
0	0
0	14
0	13
0	13
0	10
0	5
0	1
0	8
0	1
0	1
1	0
0	0
0	0
0	4
0	0
0	0
0	0
0	61
0	4
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
150	0
22	698
15	674
1	63
2	149
1	603
0	1
2	1
1	1
0	1
0	1
0	1263
0	0
0	0
1	0
0	0
0	0
0	0
0	0
229	42
0	57
0	24
0	4
0	2
0	14
0	2
0	0
4	157
0	153
0	157
0	0
0	123
1	133
0	158
0	6
0	19
0	134
1	10
3	17
0	10
0	0
0	0
0	14
0	0
3	7
0	0
0	14
0	35
11	17
0	19
0	36
3	32
0	0
20	73
0	65
1	8
0	3
0	3
0	3
0	0
0	2
0	0
0	0
0	0
4	361
0	142
2	265
0	121
4	254
0	93
2	88
0	1
0	4
23	60
4	4
0	4
0	12
0	4
0	12
0	13
0	6
0	14
0	5
0	4
0	49
0	3
10	1
0	5
0	4
0	3
0	2
0	1
0	4
0	19
0	0
2	2
0	1
0	11
0	0
204	272
0	27
0	38
2	20
0	1
0	186
0	8
0	36
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	7
0	0
58	42
0	4
0	14
0	6
0	1
0	1
0	18
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
