UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
4	40
0	26
0	27
0	25
5	12
0	3
4	15
0	14
2	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	3
15	259
32	366
2	29
0	197
11	16
2	229
0	57
6	0
2	325
834	544
0	325
0	64
0	48
8	318
0	168
14	58
4	193
62	720
5	708
0	80
1	0
0	1
0	1
0	0
0	0
0	0
2	0
0	0
0	0
1	0
0	0
0	0
0	953
15	1578
2	207
5	842
0	94
2	12
2	1270
0	384
0	0
0	0
0	0
1	0
7	0
0	0
0	0
2	0
0	0
0	0
0	0
3	0
0	0
0	9
0	27
12	575
0	22
0	0
0	185
0	502
3	62
0	199
2	0
0	42
0	1
0	8
1	49
12	2
0	101
37	13
0	5
0	8
0	0
0	0
0	0
7	0
0	8
0	8
0	8
0	0
0	0
0	4
0	3
1	0
0	8
0	0
0	0
0	1
0	1
0	0
0	0
2	4
0	0
1	0
0	0
0	0
145	491
0	45
1	0
0	336
1	69
1	8
10	471
0	440
1	0
15	0
1	83
0	0
0	0
0	0
1	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
2	0
0	0
0	2
0	2
0	2
3	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	27
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
0	0
244	0
1	5
0	5
0	0
0	0
0	4
0	0
0	0
1	4
0	1
1	0
1	1607
2	3
0	0
22	6
1	6
0	0
0	0
0	4
821	71
0	165
2	52
8	3
0	2
0	90
0	1
0	3
12	515
0	489
0	536
1	1
0	359
2	431
0	519
1	6
0	36
0	432
10	8
12	26
2	4
0	0
2	0
0	1
0	1
0	1
0	0
0	0
12	25
21	11
0	1
0	14
7	14
0	0
7	26
0	26
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
56	547
0	205
3	316
0	171
12	362
2	113
6	65
2	0
0	0
41	136
3	1
0	1
0	21
0	1
0	22
2	24
0	6
0	26
0	2
0	0
9	125
0	7
12	4
1	15
0	6
0	0
0	3
0	1
0	0
0	40
2	0
6	7
0	2
0	18
0	0
1219	1125
0	98
2	154
10	42
0	0
0	829
0	11
0	83
0	0
0	0
0	4
0	4
1	0
0	2
0	0
0	0
0	0
0	0
1	0
1	1
1	0
0	0
174	69
2	10
0	18
0	7
0	3
0	3
0	34
0	4
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
