UniqueCount	AmbigCount
0	0
0	0
0	1
1	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
1	0
0	0
1	26
0	16
0	21
0	20
0	10
1	5
0	11
0	12
1	1
0	0
0	16
0	0
0	0
0	0
0	0
1	10
0	2
0	0
0	0
0	34
0	149
2	216
2	64
0	150
6	51
0	136
0	56
3	0
2	245
292	339
0	246
0	137
0	128
1	255
0	149
4	73
1	154
49	352
0	328
0	95
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	511
3	713
1	149
3	495
1	97
0	75
1	609
0	210
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	9
0	14
2	292
0	15
0	4
0	101
0	252
0	37
0	110
2	5
0	41
0	5
0	16
0	40
3	1
0	42
19	9
0	1
0	8
0	0
0	20
0	0
1	5
0	7
0	7
0	8
0	1
0	1
0	7
0	7
0	1
0	7
0	0
0	0
0	0
0	0
0	0
0	2
0	292
0	0
0	0
0	0
0	0
80	258
0	37
0	1
0	167
0	65
0	20
11	254
0	243
0	0
10	1
2	153
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	39
0	3
0	0
0	0
0	0
0	4
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
150	1
0	4
0	4
0	0
0	0
0	4
0	0
1	0
1	2
1	0
0	0
1	1825
2	2
0	0
6	11
0	11
0	0
0	0
0	0
390	64
0	106
2	41
1	0
0	0
0	41
0	0
0	0
7	293
0	299
0	301
1	6
0	216
0	247
0	291
0	10
0	32
0	243
3	33
2	45
0	11
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	17
1	14
0	9
0	12
2	10
0	0
13	32
0	30
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	322
0	129
1	239
0	99
1	229
3	80
2	96
0	1
0	3
21	102
2	6
0	6
0	15
0	5
1	17
0	17
0	6
0	15
0	6
0	6
0	91
0	2
8	0
0	3
0	2
1	9
0	17
0	1
0	2
0	28
2	3
0	5
0	3
0	13
0	0
465	742
0	90
0	90
3	52
0	9
0	501
0	31
0	78
0	0
1	0
0	4
0	4
2	0
0	0
0	0
0	1
0	0
1	0
0	0
0	2
0	3
0	0
97	39
0	4
0	12
0	6
0	3
0	4
0	18
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
